,will it rain tomorrow,my prediction
1935,No,No
1936,No,No
1937,No,No
1938,No,No
1939,No,No
1940,Yes,Yes
1941,No,No
1942,No,No
1943,Yes,Yes
1944,No,No
1945,Yes,No
1946,No,No
1947,No,No
1948,No,No
1949,No,No
1950,No,Yes
1951,No,Yes
1952,Yes,No
1953,No,No
1954,Yes,No
1955,No,No
1956,No,No
1957,No,No
1958,No,No
1959,No,No
1960,Yes,No
1961,No,No
1962,No,No
1963,No,No
1964,Yes,No
1965,No,No
1966,No,No
1967,No,No
1968,No,No
1969,No,No
1970,No,No
1971,No,No
1972,No,No
1973,No,No
1974,No,No
1975,No,No
1976,No,No
1977,No,No
1978,No,No
1979,No,No
1980,No,No
1981,No,No
1982,No,No
1983,No,No
1984,No,No
1985,No,No
1986,No,No
1987,Yes,Yes
1988,No,No
1989,No,No
1990,No,No
1991,No,No
1992,No,No
1993,No,No
1994,Yes,Yes
1995,No,No
1996,Yes,No
1997,No,No
1998,No,No
1999,No,No
2000,No,No
2001,No,No
2002,No,No
2003,No,Yes
2004,Yes,Yes
2005,Yes,No
2006,No,No
2007,No,No
2008,No,No
2009,No,No
2010,No,No
2011,No,No
2012,No,No
2013,No,No
2014,No,No
2015,Yes,Yes
2016,No,No
2017,Yes,Yes
2018,No,No
2019,No,No
2020,Yes,No
2021,No,No
2022,No,No
2023,No,Yes
2024,No,No
2025,No,No
2026,No,No
2027,Yes,No
2028,No,No
2029,Yes,No
2030,No,No
2031,Yes,Yes
2032,Yes,Yes
2033,Yes,No
2034,Yes,Yes
2035,No,No
2036,No,No
2037,Yes,No
2038,No,No
2039,Yes,No
2040,No,No
2041,No,No
2042,No,No
2043,No,No
2044,No,No
2045,No,No
2046,No,No
2047,No,No
2048,No,No
2049,No,No
2050,No,No
2051,No,No
2052,No,No
2053,Yes,No
2054,No,No
2055,No,No
2056,No,No
2057,No,No
2058,No,No
2059,No,No
2060,No,No
2061,No,No
2062,No,No
2063,No,No
2064,No,No
2065,No,No
2066,No,No
2067,Yes,No
2068,No,No
2069,No,No
2070,No,No
2071,No,No
2072,No,No
2073,No,Yes
2074,No,No
2075,No,No
2076,No,No
2077,No,Yes
2078,No,Yes
2079,No,No
2080,No,Yes
2081,No,No
2082,No,No
2083,No,No
2084,No,No
2085,Yes,Yes
2086,No,Yes
2087,No,No
2088,No,No
2089,No,No
2090,Yes,No
2091,No,No
2092,Yes,No
2093,No,No
2094,No,No
2095,Yes,Yes
2096,No,No
2097,Yes,Yes
2098,No,No
2099,No,No
2100,Yes,Yes
2101,No,No
2102,No,No
2103,No,No
2104,No,Yes
2105,Yes,No
2106,No,No
2107,Yes,No
2108,No,No
2109,Yes,No
2110,No,No
2111,Yes,Yes
2112,No,No
2113,No,No
2114,No,No
2115,Yes,No
2116,Yes,Yes
2117,No,No
2118,No,No
2119,No,No
2120,No,No
2121,Yes,No
2122,No,No
2123,No,No
2124,No,No
2125,No,Yes
2126,No,No
2127,No,No
2128,No,No
2129,No,No
2130,No,No
2131,Yes,Yes
2132,No,Yes
2133,No,No
2134,Yes,Yes
2135,No,Yes
2136,No,No
2137,No,No
2138,No,No
2139,Yes,No
2140,No,No
2141,No,No
2142,No,No
2143,Yes,No
2144,No,No
2145,Yes,No
2146,No,No
2147,No,No
2148,No,No
2149,No,No
2150,No,No
2151,No,No
2152,No,No
2153,Yes,No
2154,No,No
2155,Yes,No
2156,No,No
2157,No,No
2158,No,No
2159,No,No
2160,Yes,Yes
2161,No,No
2162,No,No
2163,No,No
2164,No,No
2165,No,No
2166,Yes,No
2167,No,No
2168,No,No
2169,No,No
2170,No,No
2171,No,No
2172,Yes,Yes
2173,No,No
2174,Yes,No
2175,No,No
2176,Yes,Yes
2177,Yes,No
2178,Yes,Yes
2179,Yes,No
2180,Yes,No
2181,Yes,No
2182,No,No
2183,No,No
2184,No,No
2185,No,No
2186,No,No
2187,No,No
2188,No,Yes
2189,No,No
2190,No,No
2191,No,No
2192,Yes,Yes
2193,No,No
2194,No,No
2195,No,No
2196,No,No
2197,No,No
2198,Yes,Yes
2199,No,No
2200,No,No
2201,Yes,No
2202,Yes,No
2203,No,No
2204,No,No
2205,No,No
2206,No,No
2207,No,No
2208,No,No
2209,No,No
2210,No,No
2211,No,No
2212,No,No
2213,Yes,Yes
2214,No,No
2215,No,No
2216,Yes,Yes
2217,No,Yes
2218,No,No
2219,Yes,Yes
2220,Yes,No
2221,No,No
2222,No,No
2223,Yes,Yes
2224,No,No
2225,No,No
2226,No,No
2227,No,No
2228,No,No
2229,No,No
2230,Yes,No
2231,Yes,Yes
2232,Yes,No
2233,No,Yes
2234,No,No
2235,Yes,No
2236,Yes,No
2237,Yes,Yes
2238,No,No
2239,Yes,No
2240,Yes,No
2241,No,No
2242,No,No
2243,Yes,Yes
2244,Yes,Yes
2245,No,No
2246,No,No
2247,No,No
2248,No,No
2249,No,No
2250,No,No
2251,No,No
2252,No,No
2253,No,No
2254,No,No
2255,No,No
2256,No,No
2257,No,No
2258,No,No
2259,Yes,Yes
2260,No,No
2261,No,No
2262,No,No
2263,No,No
2264,No,No
2265,No,Yes
2266,No,No
2267,No,Yes
2268,No,No
2269,No,No
2270,No,No
2271,Yes,Yes
2272,No,No
2273,No,No
2274,No,No
2275,No,No
2276,Yes,Yes
2277,No,No
2278,Yes,Yes
2279,No,No
2280,Yes,No
2281,Yes,Yes
2282,No,No
2283,No,No
2284,No,No
2285,No,No
2286,Yes,Yes
2287,No,No
2288,No,Yes
2289,No,No
2290,No,No
2291,No,No
2292,No,No
2293,No,No
2294,No,No
2295,No,No
2296,Yes,Yes
2297,Yes,No
2298,Yes,Yes
2299,No,No
2300,Yes,No
2301,No,No
2302,No,No
2303,No,No
2304,Yes,No
2305,Yes,Yes
2306,Yes,Yes
2307,No,No
2308,No,No
2309,No,No
2310,No,No
2311,No,No
2312,Yes,Yes
2313,No,No
2314,No,No
2315,No,No
2316,No,No
2317,No,No
2318,No,No
2319,Yes,Yes
2320,No,No
2321,No,No
2322,No,No
2323,No,No
2324,Yes,No
2325,No,No
2326,Yes,Yes
2327,No,No
2328,No,No
2329,No,No
2330,No,No
2331,No,No
2332,Yes,Yes
2333,No,No
2334,No,No
2335,No,No
2336,Yes,Yes
2337,No,No
2338,No,No
2339,No,No
2340,No,No
2341,No,No
2342,No,No
2343,No,No
2344,No,No
2345,No,No
2346,No,No
2347,No,No
2348,No,No
2349,No,No
2350,No,No
2351,Yes,No
2352,No,No
2353,No,No
2354,No,No
2355,No,No
2356,No,No
2357,No,No
2358,No,No
2359,No,No
2360,Yes,No
2361,No,No
2362,No,No
2363,No,No
2364,No,No
2365,Yes,No
2366,No,No
2367,Yes,Yes
2368,No,No
2369,No,No
2370,No,No
2371,No,No
2372,No,No
2373,Yes,No
2374,No,No
2375,No,No
2376,No,No
2377,Yes,No
2378,No,No
2379,No,No
2380,No,No
2381,No,No
2382,Yes,No
2383,Yes,No
2384,No,No
2385,No,No
2386,No,No
2387,No,No
2388,No,No
2389,No,No
2390,No,Yes
2391,No,No
2392,No,No
2393,Yes,No
2394,No,No
2395,No,No
2396,No,No
2397,No,No
2398,Yes,Yes
2399,No,No
2400,No,No
2401,No,No
2402,No,No
2403,No,Yes
2404,Yes,Yes
2405,Yes,Yes
2406,No,No
2407,No,No
2408,No,No
2409,No,No
2410,No,No
2411,No,Yes
2412,No,No
2413,No,No
2414,No,No
2415,No,No
2416,No,No
2417,No,No
2418,No,No
2419,No,No
2420,No,No
2421,Yes,No
2422,No,Yes
2423,No,No
2424,No,No
2425,Yes,No
2426,No,No
2427,No,No
2428,Yes,No
2429,No,No
2430,No,No
2431,No,No
2432,No,No
2433,No,No
2434,No,No
2435,No,No
2436,Yes,Yes
2437,No,No
2438,No,No
2439,No,No
2440,No,No
2441,No,No
2442,No,No
2443,No,No
2444,Yes,No
2445,No,No
2446,No,No
2447,No,No
2448,Yes,Yes
2449,Yes,Yes
2450,Yes,No
2451,No,No
2452,Yes,No
2453,No,No
2454,No,No
2455,Yes,Yes
2456,Yes,No
2457,Yes,Yes
2458,No,No
2459,No,No
2460,No,No
2461,No,No
2462,No,No
2463,No,Yes
2464,No,No
2465,Yes,Yes
2466,No,No
2467,No,No
2468,No,No
2469,Yes,Yes
2470,No,Yes
2471,No,Yes
2472,No,No
2473,No,No
2474,No,No
2475,No,No
2476,No,No
2477,Yes,No
2478,No,No
2479,Yes,No
2480,No,No
2481,No,No
2482,No,No
2483,Yes,Yes
2484,Yes,No
2485,No,No
2486,No,No
2487,No,No
2488,No,No
2489,No,No
2490,No,No
2491,No,No
2492,No,No
2493,No,Yes
2494,No,No
2495,No,No
2496,Yes,No
2497,No,No
2498,No,No
2499,No,No
2500,No,No
2501,Yes,No
2502,No,No
2503,No,No
2504,Yes,No
2505,No,No
2506,No,No
2507,No,No
2508,Yes,Yes
2509,No,No
2510,No,No
2511,No,No
2512,No,No
2513,No,No
2514,Yes,Yes
2515,No,No
2516,No,No
2517,No,No
2518,No,No
2519,No,No
2520,No,No
2521,No,Yes
2522,No,No
2523,No,No
2524,No,Yes
2525,No,No
2526,Yes,Yes
2527,Yes,Yes
2528,No,No
2529,No,No
2530,No,No
2531,No,Yes
2532,No,No
2533,Yes,No
2534,Yes,Yes
2535,No,No
2536,No,No
2537,No,No
2538,No,No
2539,Yes,Yes
2540,No,No
2541,No,No
2542,No,No
2543,No,No
2544,No,No
2545,No,No
2546,Yes,Yes
2547,No,No
2548,No,No
2549,Yes,No
2550,No,No
2551,No,No
2552,No,No
2553,No,No
2554,No,No
2555,No,No
2556,Yes,Yes
2557,No,No
2558,No,No
2559,No,No
2560,No,No
2561,No,Yes
2562,No,Yes
2563,No,No
2564,No,No
2565,No,No
2566,No,No
2567,Yes,No
2568,No,No
2569,No,No
2570,No,No
2571,No,No
2572,No,No
2573,No,No
2574,No,No
2575,No,No
2576,Yes,No
2577,No,No
2578,No,Yes
2579,No,No
2580,Yes,Yes
2581,Yes,Yes
2582,No,No
2583,Yes,Yes
2584,Yes,Yes
2585,No,No
2586,No,No
2587,No,No
2588,Yes,Yes
2589,No,No
2590,Yes,Yes
2591,No,Yes
2592,No,No
2593,Yes,No
2594,No,No
2595,No,No
2596,No,No
2597,No,No
2598,No,No
2599,No,No
2600,No,No
2601,No,No
2602,Yes,Yes
2603,No,No
2604,Yes,Yes
2605,Yes,Yes
2606,No,No
2607,No,No
2608,No,No
2609,No,No
2610,No,No
2611,No,No
2612,No,No
2613,No,No
2614,No,No
2615,No,No
2616,No,No
2617,No,No
2618,Yes,No
2619,No,No
2620,No,No
2621,Yes,Yes
2622,No,Yes
2623,No,No
2624,Yes,No
2625,No,No
2626,No,No
2627,No,No
2628,No,No
2629,Yes,No
2630,Yes,Yes
2631,No,No
2632,No,No
2633,Yes,No
2634,No,No
2635,No,No
2636,No,No
2637,Yes,Yes
2638,No,No
2639,No,No
2640,Yes,No
2641,No,No
2642,Yes,Yes
2643,No,No
2644,No,Yes
2645,No,No
2646,Yes,Yes
2647,Yes,Yes
2648,No,No
2649,No,Yes
2650,Yes,Yes
2651,No,No
2652,No,No
2653,Yes,Yes
2654,No,Yes
2655,No,No
2656,No,No
2657,Yes,No
2658,Yes,No
2659,No,No
2660,No,No
2661,No,No
2662,No,No
2663,No,No
2664,Yes,No
2665,No,No
2666,Yes,Yes
2667,No,No
2668,No,No
2669,No,No
2670,No,No
2671,No,No
2672,No,No
2673,No,No
2674,No,No
2675,No,No
2676,No,No
2677,Yes,No
2678,No,No
2679,No,No
2680,No,No
2681,No,No
2682,No,No
2683,No,No
2684,No,No
2685,No,No
2686,No,No
2687,No,No
2688,Yes,No
2689,No,No
2690,Yes,No
2691,No,No
2692,No,No
2693,Yes,No
2694,No,No
2695,Yes,No
2696,No,No
2697,Yes,No
2698,No,No
2699,No,No
2700,No,No
2701,No,No
2702,No,No
2703,Yes,No
2704,No,No
2705,No,No
2706,Yes,Yes
2707,Yes,Yes
2708,No,No
2709,No,No
2710,Yes,No
2711,No,No
2712,No,No
2713,No,No
2714,No,No
2715,No,No
2716,No,No
2717,No,No
2718,No,No
2719,No,No
2720,No,Yes
2721,No,No
2722,No,No
2723,No,Yes
2724,No,No
2725,Yes,Yes
2726,No,No
2727,No,No
2728,Yes,No
2729,No,No
2730,No,No
2731,No,No
2732,No,No
2733,No,No
2734,Yes,No
2735,No,No
2736,No,No
2737,Yes,Yes
2738,Yes,Yes
2739,No,No
2740,No,No
2741,No,No
2742,No,No
2743,Yes,No
2744,Yes,No
2745,No,No
2746,No,No
2747,No,No
2748,Yes,No
2749,No,No
2750,No,No
2751,No,No
2752,No,No
2753,Yes,Yes
2754,Yes,No
2755,No,No
2756,No,No
2757,No,No
2758,No,No
2759,Yes,Yes
2760,Yes,No
2761,Yes,No
2762,No,No
2763,No,No
2764,No,Yes
2765,No,No
2766,No,No
2767,No,No
2768,No,No
2769,No,No
2770,No,No
2771,No,No
2772,No,No
2773,No,Yes
2774,No,No
2775,No,No
2776,No,No
2777,No,No
2778,No,No
2779,Yes,Yes
2780,No,No
2781,No,No
2782,No,No
2783,No,No
2784,No,No
2785,No,No
2786,Yes,No
2787,No,No
2788,Yes,Yes
2789,No,No
2790,No,No
2791,Yes,No
2792,No,No
2793,No,No
2794,No,No
2795,Yes,Yes
2796,No,No
2797,No,No
2798,No,No
2799,No,Yes
2800,No,No
2801,No,No
2802,Yes,Yes
2803,Yes,No
2804,Yes,Yes
2805,No,No
2806,Yes,Yes
2807,No,No
2808,No,No
2809,No,No
2810,No,No
2811,No,No
2812,No,No
2813,No,No
2814,No,No
2815,No,No
2816,Yes,Yes
2817,No,No
2818,No,No
2819,No,No
2820,No,No
2821,No,No
2822,No,No
2823,No,No
2824,No,No
2825,Yes,No
2826,No,No
2827,Yes,Yes
2828,No,No
2829,Yes,Yes
2830,No,No
2831,No,Yes
2832,Yes,No
2833,No,No
2834,No,No
2835,No,No
2836,No,No
2837,No,Yes
2838,No,No
2839,No,No
2840,No,No
2841,No,No
2842,No,No
2843,No,No
2844,No,No
2845,No,No
2846,No,No
2847,No,No
2848,No,No
2849,No,No
2850,Yes,No
2851,Yes,Yes
2852,No,No
2853,No,No
2854,No,No
2855,Yes,No
2856,No,No
2857,No,No
2858,Yes,Yes
2859,No,No
2860,No,No
2861,Yes,No
2862,No,No
2863,No,No
2864,No,Yes
2865,No,No
2866,No,No
2867,No,No
2868,No,Yes
2869,No,No
2870,No,No
2871,No,No
2872,Yes,Yes
2873,No,No
2874,Yes,Yes
2875,No,No
2876,No,No
2877,No,No
2878,No,No
2879,No,No
2880,No,No
2881,No,No
2882,No,No
2883,No,No
2884,No,No
2885,No,No
2886,No,No
2887,No,No
2888,No,No
2889,No,No
2890,No,No
2891,No,No
2892,No,No
2893,No,No
2894,Yes,Yes
2895,Yes,Yes
2896,No,No
2897,Yes,Yes
2898,No,No
2899,Yes,No
2900,No,No
2901,No,No
2902,No,No
2903,No,No
2904,No,No
2905,No,No
2906,No,No
2907,Yes,Yes
2908,No,No
2909,No,No
2910,Yes,No
2911,Yes,Yes
2912,Yes,No
2913,No,No
2914,No,No
2915,No,No
2916,No,No
2917,Yes,Yes
2918,No,No
2919,No,No
2920,No,No
2921,Yes,Yes
2922,No,No
2923,No,No
2924,Yes,Yes
2925,No,No
2926,No,No
2927,Yes,No
2928,No,No
2929,Yes,No
2930,No,No
2931,No,No
2932,No,No
2933,No,No
2934,Yes,No
2935,Yes,Yes
2936,No,No
2937,No,No
2938,No,No
2939,No,No
2940,No,No
2941,No,No
2942,Yes,Yes
2943,No,No
2944,No,Yes
2945,Yes,No
2946,No,No
2947,Yes,No
2948,No,No
2949,No,No
2950,No,No
2951,Yes,No
2952,No,No
2953,Yes,Yes
2954,No,No
2955,No,No
2956,No,No
2957,Yes,Yes
2958,No,No
2959,Yes,Yes
2960,No,No
2961,Yes,No
2962,No,No
2963,No,No
2964,No,No
2965,No,No
2966,Yes,Yes
2967,No,No
2968,No,No
2969,No,No
2970,No,No
2971,No,No
2972,No,No
2973,No,No
2974,No,No
2975,Yes,No
2976,No,No
2977,No,No
2978,Yes,No
2979,No,No
2980,No,No
2981,Yes,Yes
2982,No,No
2983,Yes,Yes
2984,No,No
2985,Yes,Yes
2986,No,No
2987,No,No
2988,No,No
2989,No,No
2990,No,No
2991,No,No
2992,No,No
2993,No,No
2994,No,No
2995,No,No
2996,No,No
2997,Yes,No
2998,Yes,No
2999,No,No
3000,Yes,Yes
3001,Yes,No
3002,No,No
3003,No,No
3004,No,No
3005,No,No
3006,No,No
3007,Yes,No
3008,No,No
3009,Yes,No
3010,No,No
3011,No,No
3012,No,No
3013,No,No
3014,No,No
3015,No,No
3016,No,No
3017,No,No
3018,No,No
3019,No,No
3020,No,No
3021,No,Yes
3022,No,No
3023,No,No
3024,No,No
3025,No,No
3026,Yes,No
3027,No,No
3028,No,No
3029,No,No
3030,Yes,No
3031,No,No
3032,Yes,No
3033,No,No
3034,No,No
3035,Yes,Yes
3036,Yes,Yes
3037,No,Yes
3038,No,No
3039,Yes,No
3040,No,No
3041,No,No
3042,No,No
3043,Yes,Yes
3044,No,No
3045,Yes,No
3046,Yes,Yes
3047,No,No
3048,Yes,Yes
3049,Yes,No
3050,No,No
3051,No,No
3052,No,Yes
3053,No,No
3054,No,No
3055,No,No
3056,Yes,No
3057,No,No
3058,No,No
3059,No,No
3060,No,No
3061,No,No
3062,No,No
3063,No,No
3064,No,No
3065,No,No
3066,No,No
3067,Yes,No
3068,Yes,Yes
3069,Yes,No
3070,No,No
3071,No,No
3072,Yes,No
3073,No,No
3074,No,No
3075,No,No
3076,No,Yes
3077,No,No
3078,No,No
3079,No,No
3080,No,No
3081,No,No
3082,No,No
3083,No,No
3084,No,Yes
3085,No,No
3086,No,No
3087,No,No
3088,No,No
3089,No,No
3090,Yes,No
3091,No,No
3092,Yes,Yes
3093,No,No
3094,No,No
3095,Yes,Yes
3096,No,No
3097,No,No
3098,No,No
3099,No,No
3100,No,No
3101,No,No
3102,No,No
3103,Yes,Yes
3104,Yes,No
3105,No,No
3106,No,No
3107,No,No
3108,No,Yes
3109,No,No
3110,No,No
3111,No,No
3112,No,No
3113,No,No
3114,No,No
3115,No,No
3116,No,No
3117,Yes,No
3118,No,No
3119,Yes,Yes
3120,No,No
3121,No,No
3122,Yes,Yes
3123,No,No
3124,No,No
3125,No,No
3126,No,No
3127,No,No
3128,Yes,Yes
3129,No,No
3130,No,No
3131,No,No
3132,No,Yes
3133,No,No
3134,No,No
3135,Yes,No
3136,No,No
3137,No,No
3138,No,No
3139,No,No
3140,No,No
3141,No,No
3142,No,No
3143,No,No
3144,Yes,Yes
3145,No,No
3146,No,No
3147,No,No
3148,No,No
3149,Yes,No
3150,No,No
3151,No,No
3152,No,No
3153,No,No
3154,No,No
3155,Yes,Yes
3156,Yes,No
3157,No,No
3158,Yes,Yes
3159,No,No
3160,Yes,No
3161,No,No
3162,No,No
3163,Yes,Yes
3164,No,No
3165,No,No
3166,No,No
3167,No,No
3168,Yes,No
3169,No,No
3170,No,No
3171,Yes,Yes
3172,Yes,Yes
3173,Yes,Yes
3174,No,No
3175,No,No
3176,No,No
3177,Yes,No
3178,No,No
3179,No,No
3180,No,No
3181,No,No
3182,No,No
3183,No,No
3184,Yes,No
3185,No,No
3186,No,No
3187,No,No
3188,No,Yes
3189,No,No
3190,No,No
3191,No,No
3192,No,No
3193,No,Yes
3194,Yes,No
3195,Yes,No
3196,Yes,Yes
3197,No,No
3198,No,No
3199,No,No
3200,No,No
3201,No,No
3202,No,No
3203,No,No
3204,No,No
3205,No,No
3206,No,No
3207,No,No
3208,Yes,Yes
3209,No,No
3210,Yes,No
3211,No,No
3212,Yes,No
3213,Yes,No
3214,No,No
3215,No,No
3216,Yes,No
3217,No,No
3218,No,No
3219,No,No
3220,No,No
3221,Yes,No
3222,No,No
3223,No,No
3224,Yes,No
3225,No,No
3226,No,No
3227,No,No
3228,No,No
3229,Yes,No
3230,Yes,No
3231,No,No
3232,No,No
3233,No,No
3234,No,Yes
3235,Yes,No
3236,No,Yes
3237,No,No
3238,Yes,No
3239,No,No
3240,No,No
3241,Yes,Yes
3242,No,No
3243,Yes,No
3244,No,No
3245,No,No
3246,No,No
3247,No,No
3248,No,No
3249,No,No
3250,Yes,No
3251,No,No
3252,No,No
3253,No,No
3254,No,No
3255,No,No
3256,No,No
3257,No,No
3258,No,No
3259,No,No
3260,Yes,No
3261,No,No
3262,No,No
3263,No,No
3264,No,No
3265,No,No
3266,Yes,No
3267,Yes,Yes
3268,No,No
3269,No,No
3270,No,No
3271,No,Yes
3272,Yes,No
3273,No,No
3274,No,No
3275,No,No
3276,No,No
3277,Yes,Yes
3278,No,No
3279,No,No
3280,No,No
3281,Yes,Yes
3282,No,Yes
3283,No,No
3284,No,No
3285,No,No
3286,Yes,Yes
3287,No,No
3288,Yes,Yes
3289,No,No
3290,Yes,No
3291,No,No
3292,No,No
3293,Yes,Yes
3294,Yes,No
3295,No,No
3296,Yes,Yes
3297,No,No
3298,No,No
3299,Yes,Yes
3300,No,No
3301,Yes,Yes
3302,No,Yes
3303,Yes,No
3304,No,Yes
3305,No,No
3306,Yes,No
3307,No,No
3308,No,No
3309,Yes,Yes
3310,No,Yes
3311,No,No
3312,No,No
3313,No,No
3314,No,No
3315,Yes,No
3316,Yes,No
3317,No,No
3318,Yes,Yes
3319,No,No
3320,Yes,Yes
3321,No,No
3322,No,No
3323,No,No
3324,No,No
3325,No,No
3326,Yes,Yes
3327,Yes,Yes
3328,No,No
3329,No,No
3330,No,No
3331,Yes,No
3332,Yes,No
3333,No,No
3334,No,Yes
3335,No,Yes
3336,No,No
3337,No,No
3338,No,No
3339,No,No
3340,Yes,Yes
3341,Yes,Yes
3342,No,No
3343,No,No
3344,Yes,Yes
3345,No,No
3346,No,No
3347,Yes,Yes
3348,No,No
3349,No,No
3350,No,No
3351,No,No
3352,No,No
3353,No,No
3354,Yes,Yes
3355,No,No
3356,Yes,Yes
3357,No,No
3358,No,No
3359,No,No
3360,No,No
3361,No,Yes
3362,No,No
3363,No,No
3364,No,No
3365,No,No
3366,Yes,Yes
3367,No,No
3368,No,No
3369,No,Yes
3370,No,No
3371,Yes,No
3372,No,No
3373,No,No
3374,No,No
3375,No,No
3376,No,No
3377,No,No
3378,Yes,No
3379,No,No
3380,No,No
3381,Yes,Yes
3382,No,No
3383,No,No
3384,No,No
3385,Yes,No
3386,No,No
3387,No,No
3388,No,Yes
3389,Yes,No
3390,Yes,Yes
3391,No,No
3392,No,No
3393,No,No
3394,Yes,No
3395,No,No
3396,No,No
3397,No,No
3398,No,No
3399,No,No
3400,No,No
3401,No,No
3402,No,No
3403,No,No
3404,No,No
3405,Yes,Yes
3406,Yes,Yes
3407,No,No
3408,Yes,No
3409,No,No
3410,No,No
3411,No,No
3412,No,No
3413,No,No
3414,No,No
3415,No,No
3416,No,No
3417,No,No
3418,No,No
3419,No,No
3420,No,No
3421,No,No
3422,No,No
3423,No,No
3424,No,No
3425,No,No
3426,No,No
3427,No,No
3428,No,No
3429,No,No
3430,No,No
3431,No,Yes
3432,Yes,No
3433,No,No
3434,No,No
3435,Yes,No
3436,No,No
3437,No,No
3438,No,No
3439,No,No
3440,No,No
3441,No,No
3442,No,No
3443,No,No
3444,No,No
3445,Yes,Yes
3446,Yes,No
3447,No,No
3448,No,Yes
3449,Yes,No
3450,No,No
3451,No,No
3452,Yes,No
3453,No,No
3454,No,No
3455,No,No
3456,No,No
3457,Yes,Yes
3458,No,No
3459,No,No
3460,Yes,No
3461,Yes,Yes
3462,No,No
3463,No,No
3464,No,No
3465,Yes,No
3466,No,No
3467,No,No
3468,No,No
3469,No,No
3470,No,Yes
3471,No,No
3472,No,No
3473,No,No
3474,No,No
3475,No,No
3476,No,No
3477,No,No
3478,No,No
3479,No,No
3480,No,No
3481,No,No
3482,No,Yes
3483,No,No
3484,No,No
3485,No,No
3486,No,No
3487,Yes,Yes
3488,No,No
3489,No,No
3490,No,No
3491,No,No
3492,No,No
3493,No,No
3494,Yes,Yes
3495,Yes,No
3496,No,No
3497,No,No
3498,Yes,Yes
3499,No,No
3500,Yes,No
3501,No,No
3502,No,No
3503,No,No
3504,No,Yes
3505,No,No
3506,Yes,Yes
3507,Yes,No
3508,No,No
3509,No,No
3510,No,No
3511,Yes,No
3512,Yes,No
3513,Yes,Yes
3514,No,No
3515,No,No
3516,No,No
3517,Yes,No
3518,No,No
3519,No,No
3520,No,No
3521,No,No
3522,No,No
3523,No,Yes
3524,No,No
3525,No,No
3526,No,Yes
3527,No,No
3528,No,No
3529,No,No
3530,No,No
3531,No,No
3532,Yes,Yes
3533,No,No
3534,Yes,No
3535,Yes,Yes
3536,No,No
3537,No,No
3538,No,No
3539,Yes,Yes
3540,Yes,No
3541,No,No
3542,No,No
3543,No,No
3544,Yes,Yes
3545,No,No
3546,No,No
3547,No,No
3548,Yes,No
3549,No,No
3550,No,No
3551,No,No
3552,No,No
3553,Yes,No
3554,No,Yes
3555,No,No
3556,No,No
3557,No,No
3558,No,No
3559,No,Yes
3560,No,No
3561,No,No
3562,No,No
3563,No,No
3564,No,No
3565,No,Yes
3566,No,No
3567,Yes,No
3568,Yes,Yes
3569,No,No
3570,No,No
3571,No,No
3572,No,No
3573,No,No
3574,No,No
3575,No,No
3576,No,Yes
3577,No,No
3578,No,No
3579,No,No
3580,No,No
3581,Yes,Yes
3582,No,No
3583,No,No
3584,Yes,Yes
3585,No,No
3586,No,No
3587,No,No
3588,No,No
3589,No,No
3590,No,No
3591,No,Yes
3592,No,No
3593,No,No
3594,No,No
3595,No,No
3596,No,No
3597,No,No
3598,No,No
3599,No,No
3600,No,No
3601,No,No
3602,Yes,Yes
3603,No,No
3604,No,No
3605,No,No
3606,No,No
3607,No,No
3608,Yes,Yes
3609,No,No
3610,No,No
3611,No,No
3612,No,No
3613,No,No
3614,Yes,No
3615,Yes,Yes
3616,No,No
3617,No,No
3618,No,No
3619,No,No
3620,No,No
3621,No,No
3622,No,No
3623,Yes,No
3624,Yes,No
3625,No,No
3626,No,No
3627,Yes,No
3628,No,No
3629,No,No
3630,Yes,No
3631,No,No
3632,No,No
3633,No,No
3634,No,No
3635,No,No
3636,No,No
3637,No,No
3638,Yes,No
3639,No,No
3640,No,No
3641,No,No
3642,No,No
3643,No,No
3644,No,No
3645,No,No
3646,No,No
3647,No,No
3648,No,No
3649,No,No
3650,No,No
3651,No,No
3652,No,No
3653,Yes,No
3654,No,No
3655,No,No
3656,Yes,Yes
3657,No,No
3658,No,No
3659,No,No
3660,No,No
3661,No,No
3662,No,No
3663,No,No
3664,No,No
3665,No,No
3666,No,No
3667,No,No
3668,Yes,Yes
3669,No,No
3670,No,No
3671,Yes,No
3672,No,Yes
3673,No,No
3674,No,No
3675,No,No
3676,No,No
3677,Yes,Yes
3678,No,No
3679,No,No
3680,No,No
3681,No,No
3682,No,No
3683,No,No
3684,No,No
3685,No,No
3686,No,No
3687,Yes,No
3688,No,No
3689,No,No
3690,No,No
3691,Yes,Yes
3692,No,No
3693,No,No
3694,Yes,No
3695,Yes,No
3696,No,No
3697,No,No
3698,No,Yes
3699,No,No
3700,No,No
3701,No,No
3702,No,No
3703,No,No
3704,Yes,Yes
3705,No,No
3706,No,No
3707,No,No
3708,No,No
3709,Yes,Yes
3710,No,No
3711,No,No
3712,No,No
3713,No,No
3714,No,No
3715,Yes,No
3716,Yes,No
3717,No,No
3718,No,No
3719,No,No
3720,No,No
3721,No,No
3722,No,No
3723,No,No
